date,date_posted,headline,text
2019-10-13,366 days ,rpt-electric dreams in danger as funding dwindles for china's tesla challengers,* china ev maker funding this year is just 13% of year-ago level
2019-10-13,366 days ,electric dreams in danger as funding dwindles for china's tesla challengers,"last year, wei qing and his private equity investment team visited more than 20 chinese electric vehicle manufacturing startups."
2019-10-13,366 days ,tesla's elon musk becomes 'daddy dotcom' on twitter,"silicon valley billionaire elon musk tweeted  late on sunday that he had ""just deleted"" his twitter account, while also changing his twitter display name to ""daddy dotcom""."
2019-10-13,366 days ,u.s. denies tesla tariff relief request for chinese-made model 3 'brain',"the trump administration has denied requests to exempt tesla inc's model 3 from 25% tariffs on its chinese-made car computer and center screen, according to letters seen by reuters."
2019-10-13,366 days ,analysts split on tesla 2019 delivery promises,"tesla inc shares were down 2% on wednesday, as analysts remained divided on the electric-carmaker's chances of meeting delivery and production targets in the months ahead, despite chief executive officer elon musk's reassurances at an annual shareholder meeting."
2019-10-13,366 days ,wall street split on tesla 2019 delivery promises,"tesla inc shares rose almost 3% in early trade on wednesday, with analysts still divided on the electric-car maker's chances of meeting delivery and production targets in the months ahead, after comments by chief executive officer elon musk at an annual shareholder meeting."
2019-10-13,366 days ,"tesla is serious about a possible record quarter, not so serious about a submarine car","tesla inc has ""a decent shot at a record quarter on every level"", chief executive officer elon musk said at the company's annual shareholder meeting on tuesday, soothing concerns about weak demand for the electric car maker's sedans."
2019-10-13,366 days ,tesla has a 'decent shot' at a record quarter on every level - musk,"tesla inc has got ""a decent shot at a record quarter on every level"", chief executive officer elon musk said at the company's annual shareholder meeting on tuesday. (reporting by vibhuti sharma and rama venkat in bengaluru; editing by maju samuel)"
2019-10-13,366 days ,"employees sour on tesla amid cost-cutting, layoffs","tesla inc’s rankings at two high-profile job websites have declined, suggesting that job dissatisfaction at the electric car company is intensifying amid layoffs, strategy shifts and executive turnover."
2019-10-13,366 days ,tesla to make model y suv at its california factory,"tesla inc will make the model y electric sport utility vehicle at its factory in fremont, california to hit production volumes quickly, chief executive elon musk said in a podcast interview posted on sunday."
2019-10-13,366 days ,tesla promotes lower priced china-made model 3 in sales push,"u.s. electric vehicle (ev) maker tesla inc said on friday it would price its china-made model 3 vehicles from 328,000 yuan ($47,529), 13% cheaper than those it currently imports as it pushes sales in the fast growing market."
2019-10-13,366 days ,"tesla prices china-made model 3 at 328,000 yuan","u.s. electric vehicle (ev) maker tesla inc said on friday it would price its china-made model 3 vehicles from 328,000 yuan ($47,529), as it pushes production and sales in the world's largest new-energy vehicle market."
2019-10-13,366 days ,exclusive: tesla woes send panasonic's u.s. solar cells to philippines,"most of the solar cells made by panasonic at tesla inc's new york manufacturing plant are being purchased by h.r.d. singapore's factories in the philippines, a chief supplier of panels to japanese eco-homebuilder ichijo co ltd, two sources familiar with the arrangement said."
2019-10-13,366 days ,tesla ceo urges employees to 'catch up' to hit delivery record,"tesla inc has ""a lot of catching up"" to do but still can achieve a record quarter, chief executive officer elon musk wrote in a new email that was reviewed by reuters."
2019-10-13,366 days ,"tesla needs to catch up on deliveries - electrek, citing musk's leaked email","tesla inc has ""a lot of catching up"" to do in order to achieve a record quarter, news website electrek reported  on wednesday, citing chief executive officer elon musk's..."
2019-10-13,366 days ,"outside of tesla, future ev sales in u.s. may be thin for most brands: study","u.s. demand for electric vehicles, including hybrids, could rise to 1.28 million by 2026, a new study projected on wednesday, but most brands will struggle to make money on the new models."
2019-10-13,366 days ,"tesla's china-made model 3 may be priced in $43,400-$50,700 range: bloomberg","tesla inc is considering pricing its china-manufactured model 3 vehicles between 300,000 yuan and 350,000 yuan ($43,431-$50,670) before subsidies, bloomberg reported on tuesday, citing people familiar with the matter."
2019-10-13,366 days ,musk's leaked email shows tesla to make record deliveries in second quarter,"tesla inc is on course to deliver a record number of cars in the second quarter, beating the 90,700 it sent to customers in the final quarter of last year, according to an internal email from chief executive officer elon musk to staff."
2019-10-13,366 days ,tesla produced 900 model 3 cars per day this week- musk,"tesla inc has on an average produced 900 model 3 cars per day this week, bringing the company closer to its target of making 7,000 cars per week, according to an email from chief executive officer elon musk to employees that was widely posted on social media and authenticated..."
